0,9980342520891639
0,9980342520891639
0,9980275848588527
0,9980275848588527
0,9980321793938396
0,9980321793938396
0,9980501206244631
0,9980501206244631
0,9980469723005085
0,9980469723005085
0,9980561289178635
0,9980561289178635
0,9980719978843505
0,9980719978843505
0,9980379407282475
0,9980379407282475
0,9980377746082166
0,9980377746082166
0,998063557751273
0,998063557751273
0,9980559158099547
0,9980559158099547
0,9980411760668145
0,9980411760668145
0,9980434179407714
0,9980434179407714
0,9980314875880087
0,9980314875880087
0,9980412265922404
0,9980412265922404
0,9980801134732374
0,9980801134732374
0,9980370808141055
0,9980370808141055
0,9980848897056491
0,9980848897056491
0,9980357892748594
0,9980357892748594
0,9980567560783512
0,9980567560783512
0,9980541374992287
0,9980541374992287
